DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;DPTO;fex_c_2011
5140402;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;6012,39480192769
5140402;1;2;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;05;6012,39480192769
5140403;1;1;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;5902,3548002958
5140403;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;05;5902,3548002958
5140404;1;1;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;4346,42797033545
5140404;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;05;4346,42797033545
5140404;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;4346,42797033545
5140405;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;4346,42797033545
5140405;1;2;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;4346,42797033545
5140405;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;05;4346,42797033545
5140406;1;1;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;3653,39960068813
5140406;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;3653,39960068813
5140407;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;3396,41966982658
5140407;1;2;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;3396,41966982658
5140408;1;1;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;9033,4411485735
5140408;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;05;9033,4411485735
5140409;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;3521,04390167513
5140409;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;3521,04390167513
5140410;1;1;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;4331,8437401188
5140410;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;05;4331,8437401188
5140410;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;05;4331,8437401188
5140411;1;1;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;05;4811,69304138694
5140411;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;05;4811,69304138694
5140411;1;3;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;4811,69304138694
5140412;1;1;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;4291,39211547912
5140412;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;05;4291,39211547912
5140413;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;05;4688,51921165706
5140413;1;2;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;4688,51921165706
5140414;1;1;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;4110,93320457516
5140414;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;05;4110,93320457516
5140415;1;1;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;05;5916,40102934808
5140415;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;05;5916,40102934808
5140476;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;1029,25470238731
5140476;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;73;1029,25470238731
5140477;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;1217,9241352023
5140478;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;1335,10253374979
5140478;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;1335,10253374979
5140478;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;1335,10253374979
5140478;1;4;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;1335,10253374979
5140479;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;1520,50534602339
5140480;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;1367,26890039931
5140480;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;73;1367,26890039931
5140480;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;1367,26890039931
5140480;1;4;1;50; ;2;2; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;73;1367,26890039931
5140481;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;1067,94428689721
5140481;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;1067,94428689721
5140482;1;1;1;50; ;2; ; ;1;6;ENFERMO;1; ; ; ; ; ; ; ; ; ; ; ;02;73;1217,9241352023
5140500;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;4016,49442842593
5140501;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;3256,34443199464
5140501;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;3256,34443199464
5140502;1;1;1;50; ;2; ; ;1;6;ENFERMO;1; ; ; ; ; ; ; ; ; ; ; ;02;73;3853,25465801512
5140503;1;1;1;50; ;2; ; ;1;6;VIAJANDO;2;1; ; ; ; ; ; ; ; ; ; ;02;73;3378,75010359638
5140503;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;73;3378,75010359638
5140504;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;6276,26417107334
5140505;1;1;1;50; ;2;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;73;4810,82822365346
5140505;1;2;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;4810,82822365346
5140506;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;3853,25465801512
5140540;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;4514,32416397187
5140540;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;4514,32416397187
5140545;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;4926,08365210142
5140545;1;2;1;50; ;2;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;73;4926,08365210142
5140546;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;4448,15561525299
5140546;1;2;1;50; ;2; ; ;2;6;HOSPITALIZADA;2;2;2;2;2; ; ; ; ; ; ; ;02;73;4448,15561525299
5140546;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;4448,15561525299
5140546;1;4;1;50; ;2;1; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;2;02;73;4448,15561525299
5140547;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;5015,13149634036
5140547;1;2;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;5015,13149634036
5140547;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;5015,13149634036
5140548;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;4810,55768397953
5140549;1;1;1;50; ;2; ; ;1;6;ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;02;73;3853,25465801512
5140550;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;2299,04140603023
5140550;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;2299,04140603023
5140551;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;7359,15752275329
5140551;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;73;7359,15752275329
5140551;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;1;9; ; ; ; ; ; ;02;73;7359,15752275329
5140552;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;3853,25465801512
5140553;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;2986,14315026279
5140553;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;2986,14315026279
5140553;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;2986,14315026279
5140553;1;4;1;50; ;2; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;2986,14315026279
5140554;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;4172,81335914998
5140554;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;4172,81335914998
5140555;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;3460,64770468154
5140555;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;73;3460,64770468154
5140555;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;3460,64770468154
5140557;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;3853,25465801512
5140558;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;2462,28117644104
5140558;1;2;1;50; ;2; ; ;1;6;ENFERMA;2;2;2;2;2; ; ; ; ; ; ; ;02;73;2462,28117644104
5140559;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;6480,29690408631
5140560;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;4810,55768397953
5140561;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;3825,71070712042
5140561;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;3825,71070712042
5140561;1;3;1;50; ;2; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;3825,71070712042
5140561;1;4;1;50; ;2; ; ;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ;02;73;3825,71070712042
5140562;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;7128,37612618345
5140562;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;73;7128,37612618345
5140563;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;3378,75010359638
5140563;1;2;1;50; ;2; ; ;2;6;RECUPERACION DE CIRUGIA;2;2;2;2;2; ; ; ; ; ; ; ;02;73;3378,75010359638
5140564;1;1;1;50; ;2; ; ;1;6;CITAS MEDICAS;2;2;2;2;2; ; ; ; ; ; ; ;02;73;3248,94100811333
5140564;1;2;1;50; ;2; ; ;2;6;ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;02;73;3248,94100811333
5140564;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;3248,94100811333
5140564;1;4;1;50; ;2; ; ;4;6;DILIGENCIAS PARA ESTUDIAR;2;2;2;2;1;13;QUIERE ESTUDIAR; ; ; ; ; ;02;73;3248,94100811333
5140564;1;5;1;50; ;2;2; ;5;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;73;3248,94100811333
5140565;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;73;3698,30880473123
5140565;1;2;1;50; ;2; ; ;2;6;ENFERMA;2;2;2;2;2; ; ; ; ; ; ; ;02;73;3698,30880473123
5140565;1;3;1;50; ;2; ; ;3;4; ;2;1; ; ; ; ; ; ; ; ; ; ;02;73;3698,30880473123
5140605;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;1250,07798708171
5140605;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;13;1250,07798708171
5140606;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;2799,1913112759
5140606;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;13;2799,1913112759
5140606;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;13;2799,1913112759
5140606;1;4;1;50; ;2;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;13;2799,1913112759
5140606;1;6;1;50; ;2; ; ;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;13;2799,1913112759
5140606;1;7;1;50; ;2; ; ;7;6;CUIDAR EL NIÑO;2;2;1; ; ; ; ; ; ; ; ; ;02;13;2799,1913112759
5140607;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;1680,55363880337
5140607;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;1680,55363880337
5140607;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;13;1680,55363880337
5140608;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;2675,00207238818
5140608;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;2675,00207238818
5140609;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;1865,92213606214
5140610;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;1680,55363880337
5140610;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;13;1680,55363880337
5140610;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;13;1680,55363880337
5140612;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;2546,67038586822
5140612;1;2;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;13;2546,67038586822
5140612;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;13;2546,67038586822
5140613;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;1865,92213606214
5140614;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;2866,7187608467
5140614;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;13;2866,7187608467
5140614;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;13;2866,7187608467
5140614;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;13;2866,7187608467
5140614;1;5;1;50; ;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;13;2866,7187608467
5140615;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;2119,96216035691
5140615;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;2119,96216035691
5140615;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;13;2119,96216035691
5140616;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;13;1430,28104071895
5140616;1;2;1;50; ;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;13;1430,28104071895
5141416;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;830,567015147404
5141416;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;830,567015147404
5141417;1;1;1;50; ;2;3; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;44;2132,10608477231
5141417;1;2;1;50; ;2;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;44;2132,10608477231
5141418;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1004,29520542436
5141418;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1004,29520542436
5141419;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1329,90813309011
5141419;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;3; ;2; ;2; ; ;02;44;1329,90813309011
5141419;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1329,90813309011
5141419;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1329,90813309011
5141420;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1004,29520542436
5141420;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1004,29520542436
5141421;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1359,47045623439
5141422;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1239,74135618893
5141423;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1347,51184836522
5141423;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1347,51184836522
5141423;1;4;1;50; ;2; ; ;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;44;1347,51184836522
5141423;1;7;1;50; ;2; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1347,51184836522
5141424;1;1;1;50; ;2;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;44;1320,56519785866
5141424;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1320,56519785866
5141424;1;3;1;50; ;2; ; ;3;2; ;1; ; ; ; ; ; ; ; ; ; ; ;02;44;1320,56519785866
5141425;1;1;1;50; ;2; ; ;1;6;CON PROBLEMAS DE SALUD;2;2;2;2;2; ; ; ; ; ; ; ;02;44;884,566105378894
5141425;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;44;884,566105378894
5141426;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1370,30720747832
5141426;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1370,30720747832
5141426;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1370,30720747832
5141426;1;4;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1370,30720747832
5141427;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1239,74135618893
5141428;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1021,77658538054
5141428;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;44;1021,77658538054
5141428;1;3;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1021,77658538054
5141428;1;4;1;50; ;2; ; ;4;4; ;2;2;2;2;1;7; ;2; ;2; ; ;02;44;1021,77658538054
5141428;1;5;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1021,77658538054
5141429;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;12; ; ; ; ; ; ;02;44;1282,86442998965
5141429;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1282,86442998965
5141429;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1282,86442998965
5141429;1;4;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1282,86442998965
5141430;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;990,695189581077
5141430;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;3; ;1;2; ; ; ;02;44;990,695189581077
5141431;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;675,324091513861
5141431;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;675,324091513861
5141432;1;1;1;50; ;2; ; ;1;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1360,44317397149
5141432;1;2;1;50; ;2; ; ;2;6;DE VIAJE POR PROBLEMAS DE SALUD;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1360,44317397149
5141432;1;3;1;50; ;2; ; ;3;6;DILIGENCIAS MEDICAS;2;2;2;2;1;11; ; ; ; ; ; ;02;44;1360,44317397149
5141432;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1360,44317397149
5141432;1;5;1;50; ;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1360,44317397149
5141433;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;995,472932217688
5141434;1;1;1;50; ;2; ; ;1;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;44;1370,30720747832
5141434;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1370,30720747832
5141434;1;3;1;50; ;2; ; ;1;6;DE VIAJE;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1370,30720747832
5141434;1;4;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1370,30720747832
5141435;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1572,79831673325
5141435;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1572,79831673325
5141437;1;1;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;44;1417,35091057879
5141437;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1417,35091057879
5141437;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;1417,35091057879
5141437;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;44;1417,35091057879
5141438;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;950,296115192866
5141438;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;44;950,296115192866
5141445;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;68;623,09019265021
5141445;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;68;623,09019265021
5141446;1;1;1;50; ;2; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;02;68;665,352941782556
5141446;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;68;665,352941782556
5141446;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;68;665,352941782556
5141446;1;4;1;50; ;2; ; ;4;3; ;1; ; ; ; ; ; ; ; ; ; ; ;02;68;665,352941782556
5141447;1;1;1;50; ;2; ; ;1;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;02;68;655,375638313503
5141448;1;1;1;50; ;2; ; ;1;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;02;68;385,718650244783
5141448;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;68;385,718650244783
5141448;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;68;385,718650244783
5141448;1;4;1;50; ;2; ; ;4;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;02;68;385,718650244783
5141449;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;68;910,325003095676
5141449;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;68;910,325003095676
5141449;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;68;910,325003095676
5141450;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;68;713,965153311264
5141450;1;2;1;50; ;2;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;68;713,965153311264
5141451;1;1;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;68;623,09019265021
5141451;1;2;1;50; ;2; ; ;2;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;02;68;623,09019265021
5141452;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;68;1106,34746460591
5141452;1;2;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;68;1106,34746460591
5141452;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;68;1106,34746460591
5141453;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;68;1115,31436443802
5141453;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;68;1115,31436443802
5141453;1;3;1;50; ;2; ; ;3;6;DESCANASANDO;2;2;2;2;2; ; ; ; ; ; ; ;02;68;1115,31436443802
