directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P6500;P6750;P6760;Oci;Mes;area;dpto;clase;fex_c_2011
505;1;2;80;15;1522;4;11;0;7; ;400000;1;1;03;54;54;1;353,122432321634
506;1;1;85;43;4321;4;30;30; ; ;600000;1;1;03;23;23;1;149,385863888907
507;1;1;84;45;4542;4;48;30;6; ;600000;1;1;03;54;54;1;257,568407942094
508;1;1;21;25;2592;4;54;0;6; ;900000;1;1;03;54;54;1;375,596839054657
510;1;1;54;97;9700;3;50;30;6;300000; ; ;1;03;23;23;1;239,932380314067
510;1;2;98;49;4921;4;60;30;6; ;400000;1;1;03;23;23;1;239,932380314067
513;1;3;95;41;4111;1;50;45;7;877000; ; ;1;03;63;63;1;127,772718795718
514;1;1;98;71;7110;1;48;48; ;877803; ; ;1;03;23;23;1;237,291447262073
515;1;1;55;81;8121;4;16;5;6; ;140000;1;1;03;73;73;1;226,535123506763
518;1;1;41;47;4711;4;91;30;6; ;700000;1;1;03;68;68;1;337,216696638203
518;1;2;41;47;4711;4;28;10;6; ; ;1;1;03;68;68;1;337,216696638203
522;1;1;84;05;0510;1;48;48; ;2700000; ; ;1;03;44;44;1;49,8777434544511
525;1;1;95;41;4111;1;48;24;5;700000; ; ;1;03;23;23;1;229,37248658526
525;1;2;54;97;9700;3;48;32;5;300000; ; ;1;03;23;23;1;229,37248658526
527;1;1;95;42;4210;4;48;48; ; ;1200000;1;1;03;13;13;1;737,713536494737
528;1;1;45;47;4781;4;84;12;6; ;400000;1;1;03;54;54;1;653,93043022525
528;1;2;45;47;4781;6;20;4;6; ; ; ;1;03;54;54;1;653,93043022525
531;1;1;98;49;4921;4;60;60; ; ;700000;1;1;03;70;70;1;84,9132579959661
531;1;2;54;97;9700;3;24;24; ;200000; ; ;1;03;70;70;1;84,9132579959661
532;1;2;95;41;4111;4;45;20;6; ;600000;1;1;03;44;44;1;43,4143696307442
533;1;4;03;86;8621;1;54;54; ;900000; ; ;1;03;73;73;1;365,75055098387
533;1;6;55;86;8621;1;60;60; ;877000; ; ;1;03;73;73;1;365,75055098387
535;1;1;50;56;5619;1;20;20; ;1200000; ; ;1;03;63;63;1;47,7576027265564
538;1;2;53;56;5611;4;24;0;7; ;800000;1;1;03;54;54;1;262,494423746879
538;1;3;34;74;7420;4;24;0;7; ;4200001;1;1;03;54;54;1;262,494423746879
538;1;8;97;52;5224;4;36;12;7; ; ;1;1;03;54;54;1;262,494423746879
539;1;1;59;86;8610;2;40;40; ;1500000; ; ;1;03;44;44;1;49,8777434544511
540;1;2;41;47;4729;4;54;5;6; ;550000;1;1;03;47;47;1;193,142914092396
543;1;2;77;56;5619;4;42;0;6; ;900000;1;1;03;66;66;1;194,479307413161
546;1;1;16;23;2392;4;48;0;6; ;400000;1;1;03;66;66;1;621,307209182585
546;1;2;77;10;1081;1;48;16;1;877803; ; ;1;03;66;66;1;621,307209182585
546;1;3;97;47;4752;1;48;0;1;877803; ; ;1;03;66;66;1;621,307209182585
547;1;1;79;14;1410;4;30;15;6; ;150000;1;1;03;23;23;1;161,262077883073
549;1;4;97;47;4721;4;9;9; ; ;100000;1;1;03;63;63;1;41,2427436158551
550;1;1;03;94;9499;1;40;40; ;8750000; ; ;1;03;11;11;1;1208,70615250912
552;1;1;21;45;4542;5;50;30;6; ;1000000;1;1;03;23;23;1;366,512363863909
552;1;5;87;45;4542;1;50;30;6;700000; ; ;1;03;23;23;1;366,512363863909
554;1;1;98;49;4921;4;45;45; ; ;700000;1;1;03;19;19;1;128,874408876465
555;1;1;13;85;8544;1;30;40; ;2020000; ; ;1;03;68;68;1;1028,81355667276
558;1;1;41;47;4771;4;40;40; ; ;600000;1;1;03;18;18;1;79,1305401912632
562;1;1;97;31;3110;1;52;24;6;950000; ; ;1;03;52;52;1;144,504013651121
562;1;2;45;77;7729;1;32;8;7;500000; ; ;1;03;52;52;1;144,504013651121
563;1;1;41;47;4721;4;56;56; ; ; ;1;1;03;68;68;1;437,527298610081
563;1;2;41;47;4721;4;70;30;7; ; ;1;1;03;68;68;1;437,527298610081
563;1;3;45;92;9200;4;56;40;7; ;500000;1;1;03;68;68;1;437,527298610081
566;2;1;97;56;5611;1;48;48; ;900000; ; ;1;03;63;63;1;76,339746106247
566;2;2;45;47;4773;1;48;48; ;1000000; ; ;1;03;63;63;1;76,339746106247
567;1;1;41;45;4512;4;48;48; ; ;2000000;1;1;03;44;44;1;80,1277420313802
572;1;2;41;47;4724;4;12;12; ; ;40000;1;1;03;54;54;1;120,949877336681
572;1;3;95;41;4111;4;50;40;7; ;560000;1;1;03;54;54;1;120,949877336681
573;1;1;85;27;2711;1;48;40;1;878000; ; ;1;03;05;05;1;1042,66044323876
575;1;1;98;49;4921;4;60;35;6; ;600000;1;1;03;23;23;1;229,122895597062
578;1;1;97;96;9609;4;52;12;7; ;850000;1;1;03;66;66;1;107,842595301279
579;1;1;54;97;9700;3;30;30; ;120000; ; ;1;03;08;08;1;1695,08214851131
579;1;2;95;41;4111;4;58;40;1; ;900000;1;1;03;08;08;1;1695,08214851131
580;1;1;94;32;3290;4;35;35; ; ;200000;1;1;03;52;52;1;92,5524506834004
580;1;2;54;97;9700;3;35;35; ;350000; ; ;1;03;52;52;1;92,5524506834004
581;1;3;13;13;1312;1;48;48; ;878000; ; ;1;03;05;05;1;1025,4704243299
582;1;1;98;49;4921;4;60;30;6; ;800000;1;1;03;17;17;1;154,558248193576
585;1;1;45;92;9200;4;28;28; ; ;700000;1;1;03;08;08;1;973,55156168241
585;1;2;13;85;8552;4;40;0;7; ;600000;1;1;03;08;08;1;973,55156168241
586;1;1;98;49;4921;4;40;0;5; ;800000;1;1;03;52;52;1;80,9451953569925
588;1;1;13;85;8530;2;30;30; ;4000000; ; ;1;03;54;54;1;133,794938834672
589;1;1;54;97;9700;3;21;0;5;360000; ; ;1;03;11;11;1;3267,1610943478
590;1;1;41;47;4711;4;70;70; ; ;700000;1;1;03;11;11;1;4599,6477815682
592;1;1;55;78;7820;1;40;40; ;800000; ; ;1;03;68;68;1;653,821216051846
592;1;6;79;14;1410;4;60;60; ; ;400000;1;1;03;68;68;1;653,821216051846
593;1;2;54;55;5511;1;48;48; ;877802; ; ;1;03;17;17;1;127,512048884821
593;1;3;58;68;6820;1;72;72; ;1070000; ; ;1;03;17;17;1;127,512048884821
594;1;1;41;47;4771;4;54;12;7; ;600000;1;1;03;66;66;1;188,007466886747
601;1;1;45;47;4711;1;48;26;1;620000; ; ;1;03;05;05;1;1025,4704243299
601;1;2;98;49;4921;1;50;50; ;878000; ; ;1;03;05;05;1;1025,4704243299
602;1;1;59;92;9200;1;50;30;7;877802; ; ;1;03;17;17;1;160,080578946073
602;1;2;33;47;4771;1;63;49;7;877802; ; ;1;03;17;17;1;160,080578946073
603;1;2;21;14;1410;4;50;50; ; ;1000000;1;1;03;41;41;1;85,8840267855916
604;1;1;51;56;5630;5;84;42;6; ;1500000;1;1;03;66;66;1;237,466906568058
604;1;3;45;56;5630;1;72;36;6;850000; ; ;1;03;66;66;1;237,466906568058
605;1;1;41;47;4761;4;48;0;1; ;300000;1;1;03;54;54;1;412,177165180413
606;1;1;98;49;4921;4;50;12;7; ;620000;1;1;03;54;54;1;385,880171360846
606;1;3;55;84;8413;1;40;0;7;877802; ; ;1;03;54;54;1;385,880171360846
606;1;6;39;86;8621;1;54;54; ;950000; ; ;1;03;54;54;1;385,880171360846
606;1;7;45;47;4719;1;54;0;7;877802; ; ;1;03;54;54;1;385,880171360846
607;1;1;79;13;1399;1;48;0;6;887803; ; ;1;03;68;68;1;535,442228405063
607;1;2;44;64;6412;1;48;24;6;877803; ; ;1;03;68;68;1;535,442228405063
611;1;1;40;47;4773;1;48;48; ;980657; ; ;1;03;52;52;1;165,381311523346
611;1;2;12;68;6820;1;48;40;6;1000000; ; ;1;03;52;52;1;165,381311523346
612;1;3;03;47;4752;1;40;40; ;877803; ; ;1;03;19;19;1;93,7428659999946
612;1;5;98;49;4921;4;40;40; ; ;600000;1;1;03;19;19;1;93,7428659999946
615;1;1;55;55;5511;1;40;40; ;560000; ; ;1;03;47;47;1;245,357100839404
615;1;2;95;41;4111;4;48;40;6; ;900000;1;1;03;47;47;1;245,357100839404
617;1;1;97;52;5224;4;50;30;6; ;500000;1;1;03;15;15;1;136,277342103191
617;1;2;77;10;1082;4;10;0;6; ;180000;1;1;03;15;15;1;136,277342103191
618;1;1;56;96;9601;4;12;8;6; ;140000;1;1;03;19;19;1;77,9340565902419
618;1;3;53;56;5611;1;48;16;6;480000; ; ;1;03;19;19;1;77,9340565902419
618;1;6;98;49;4921;4;44;44; ; ;400000;1;1;03;19;19;1;77,9340565902419
619;1;1;55;81;8121;4;40;0;6; ;800000;1;1;03;68;68;1;453,171340762571
619;1;2;44;61;6120;1;48;48; ;980000; ; ;1;03;68;68;1;453,171340762571
619;1;3;59;86;8610;4;48;72; ; ;1700000;1;1;03;68;68;1;453,171340762571
621;1;1;95;42;4220;1;48;16;1;878000; ; ;1;03;05;05;1;920,643111073076
623;1;1;58;68;6820;1;48;0;1;877803; ; ;1;03;66;66;1;629,712306769927
623;1;2;79;14;1410;1;48;24;1;877803; ; ;1;03;66;66;1;629,712306769927
624;1;1;55;68;6820;4;16;0;5; ;500000;1;1;03;08;08;1;1525,75266838694
624;1;2;38;61;6190;4;10;4;7; ;50000;1;1;03;08;08;1;1525,75266838694
625;1;1;33;64;6412;1;44;44; ;1900000; ; ;1;03;41;41;1;120,346837866568
625;1;2;44;66;6619;1;48;48; ;1500000; ; ;1;03;41;41;1;120,346837866568
628;1;1;85;45;4520;4;50;32;6; ;850000;1;1;03;23;23;1;255,104548946077
628;1;2;45;47;4792;4;18;10;6; ;80000;1;1;03;23;23;1;255,104548946077
630;1;1;79;31;3110;1;50;50; ;980700; ; ;1;03;66;66;1;335,200552155506
631;1;1;83;25;2511;4;40;10;7; ;300000;1;1;03;19;19;1;59,4078017684955
632;1;3;58;56;5619;1;48;40;6;1060000; ; ;1;03;76;76;1;891,710102853399
633;1;2;99;45;4520;1;48;48; ;800000; ; ;1;03;13;13;1;365,975937867853
634;1;1;33;68;6820;1;48;48; ; ; ; ;1;03;66;66;1;144,689224207842
635;1;2;58;85;8530;1;48;48; ;877802; ; ;1;03;13;13;1;448,175983152577
637;1;1;79;95;9529;4;0;0; ; ;0;1;1;03;05;05;1;1226,37675943651
637;1;2;75;13;1312;1;48;48; ;878000; ; ;1;03;05;05;1;1226,37675943651
640;1;2;21;53;5320;4;60;60; ; ;800000;1;1;03;41;41;1;140,403118676307
641;1;1;13;85;8513;4;50;0;7; ;1000000;1;1;03;19;19;1;72,1967273774986
642;1;1;45;47;4781;4;46;46; ; ;900000;1;1;03;23;23;1;202,581922919649
643;1;1;41;47;4711;4;60;60; ; ;1250000;1;1;03;23;23;1;316,291869816919
643;1;2;45;47;4711;6;30;30; ; ; ; ;1;03;23;23;1;316,291869816919
644;1;2;21;20;2023;1;48;48; ;3000000; ; ;1;03;41;41;1;76,0417464951147
644;1;3;41;47;4799;4;48;48; ; ;1200000;1;1;03;41;41;1;76,0417464951147
645;1;3;87;35;3520;1;72;60;1;980000; ; ;1;03;19;19;1;120,514465425054
647;1;1;53;56;5611;4;44;44; ; ;0;1;1;03;54;54;1;565,287797503267
650;1;1;37;10;1081;1;48;36;6;877803; ; ;1;03;11;11;1;1874,93486036729
651;1;1;55;73;7310;1;48;32;6;877803; ; ;1;03;11;11;1;1574,11739188348
652;1;1;41;47;4724;4;50;40;6; ;600000;1;1;03;66;66;1;302,368560157614
652;1;2;45;47;4724;1;50;40;6;240000; ; ;1;03;66;66;1;302,368560157614
653;1;1;41;47;4711;4;60;35;6; ;500000;1;1;03;54;54;1;82,8802965232891
653;1;2;59;86;8622;1;48;21;7;877800; ; ;1;03;54;54;1;82,8802965232891
653;2;1;13;85;8530;1;35;35; ;1100000; ; ;1;03;54;54;1;82,8802965232891
653;3;1;53;56;5619;4;30;0;7; ;300000;1;1;03;54;54;1;82,8802965232891
653;3;2;97;96;9609;4;18;0;7; ;160000;1;1;03;54;54;1;82,8802965232891
654;1;1;58;84;8423;2;70;70; ;2100000; ; ;1;03;41;41;1;119,374146846541
656;1;1;95;41;4111;4;54;0;5; ;250000;1;1;03;19;19;1;85,8703541588701
657;1;1;54;97;9700;3;48;48; ;500000; ; ;1;03;13;13;1;391,340747391307
660;1;1;58;80;8010;1;72;72; ;1040000; ; ;1;03;54;54;1;515,182879377689
662;1;1;55;78;7820;1;40;40; ;877802; ; ;1;03;17;17;1;156,467899819792
663;1;1;97;49;4923;1;45;24;6;900000; ; ;1;03;41;41;1;157,953508510845
663;1;3;45;47;4752;1;49;30;6;1300000; ; ;1;03;41;41;1;157,953508510845
665;1;1;41;47;4711;5;112;112; ; ;900000;1;1;03;08;08;1;433,546644561064
665;1;2;45;47;4711;6;112;112; ; ; ; ;1;03;08;08;1;433,546644561064
665;1;3;45;47;4711;6;112;112; ; ; ; ;1;03;08;08;1;433,546644561064
666;1;1;84;45;4520;4;40;0;5; ;500000;1;1;03;19;19;1;74,4737071398961
669;1;1;58;45;4520;1;48;48; ;877899; ; ;1;03;41;41;1;111,586764608252
669;1;2;55;81;8121;4;30;24;5; ;500000;1;1;03;41;41;1;111,586764608252
671;1;1;41;47;4721;4;12;12; ; ;200000;1;1;03;19;19;1;112,282213400411
672;1;1;21;52;5221;4;60;40;5; ;600000;1;1;03;41;41;1;34,9601834647292
672;1;2;59;52;5221;6;60;40;5; ; ; ;1;03;41;41;1;34,9601834647292
673;1;1;18;85;8530;2;30;30; ;1300000; ; ;1;03;63;63;1;103,967463744698
675;1;1;45;47;4789;4;40;10;7; ;400000;1;1;03;44;44;1;38,0008615828542
679;1;4;45;45;4541;1;45;0;3;1300000; ; ;1;03;41;41;1;152,412818460491
680;1;1;55;94;9491;1;48;40;5;900000; ; ;1;03;41;41;1;78,0025800987015
680;1;2;45;47;4771;1;48;40;5;900; ; ;1;03;41;41;1;78,0025800987015
682;1;1;82;23;2396;4;30;12;6; ;640000;1;1;03;19;19;1;124,78507778251
683;1;1;72;25;2599;1;45;0;7;900000; ; ;1;03;54;54;1;144,30395516712
683;1;2;39;84;8415;2;40;24;7;850000; ; ;1;03;54;54;1;144,30395516712
684;1;4;95;41;4111;4;48;20;1; ; ;1;1;03;19;19;1;129,823155760073
691;1;1;98;94;9491;1;44;8;7;877803; ; ;1;03;19;19;1;96,3700030956797
691;1;2;38;84;8430;1;48;48; ;1250000; ; ;1;03;19;19;1;96,3700030956797
693;1;1;85;95;9522;4;18;0;7; ;700000;1;1;03;54;54;1;333,359868769351
693;1;3;18;85;8552;4;9;0;7; ;204000;1;1;03;54;54;1;333,359868769351
694;1;1;39;85;8544;4;48;36;1; ;877803;1;1;03;11;11;1;1898,79767337384
694;1;2;38;38;3811;1;48;48; ;877803; ; ;1;03;11;11;1;1898,79767337384
694;1;3;03;62;6201;1;48;48; ;900000; ; ;1;03;11;11;1;1898,79767337384
695;1;1;98;49;4921;4;72;5;6; ;1500000;1;1;03;05;05;1;780,64392745466
697;1;1;97;52;5224;4;48;16;7; ;850000;1;1;03;66;66;1;525,111119065429
699;1;2;55;81;8121;4;32;16;6; ;600000;1;1;03;41;41;1;124,972790658586
699;1;3;13;84;8413;2;45;20;6;1600000; ; ;1;03;41;41;1;124,972790658586
700;1;1;97;96;9609;4;60;18;6; ;500000;1;1;03;54;54;1;135,395376980417
700;1;2;45;47;4772;1;55;55; ;877800; ; ;1;03;54;54;1;135,395376980417
702;1;1;53;56;5611;4;72;0;5; ;600000;1;1;03;19;19;1;69,8259668110408
702;1;2;98;49;4921;4;36;0;5; ;480000;1;1;03;19;19;1;69,8259668110408
702;1;3;53;56;5611;6;48;0;6; ; ; ;1;03;19;19;1;69,8259668110408
702;1;6;41;47;4771;4;36;0;5; ;480000;1;1;03;19;19;1;69,8259668110408
704;1;1;98;49;4923;4;60;20;6; ;1000000;1;1;03;41;41;1;74,3666057251532
706;1;2;45;47;4792;4;42;18;7; ;400000;1;1;03;54;54;1;283,83069386437
706;1;4;16;73;7310;4;35;18;7; ;300000;1;1;03;54;54;1;283,83069386437
707;1;1;98;49;4923;4;96;96; ; ;1000000;1;1;03;68;68;1;290,802648168367
708;1;1;41;47;4751;5;54;32;6; ;800000;1;1;03;52;52;1;95,9292479698201
709;1;1;54;81;8121;4;40;24;6; ;600000;1;1;03;41;41;1;139,259719572635
709;1;2;97;46;4632;1;45;0;6;1200000; ; ;1;03;41;41;1;139,259719572635
710;1;1;45;47;4799;4;48;30;6; ;470000;1;1;03;23;23;1;129,583899109383
711;1;1;51;56;5619;4;56;0;7; ;400000;1;1;03;54;54;1;297,358866859015
711;1;2;51;56;5619;4;56;0;7; ;400000;1;1;03;54;54;1;297,358866859015
712;1;6;55;81;8121;4;35;16;6; ;400000;1;1;03;41;41;1;110,49337980907
714;1;1;53;56;5611;1;16;8;6;250000; ; ;1;03;52;52;1;87,4762298802649
714;1;2;98;49;4921;4;60;24;6; ;600000;1;1;03;52;52;1;87,4762298802649
715;1;1;45;47;4789;4;48;30;6; ;600000;1;1;03;23;23;1;202,140336155604
716;1;1;45;47;4789;4;50;30;7; ;280000;1;1;03;23;23;1;104,715634989008
717;1;2;45;56;5619;4;48;48; ; ;100000;1;1;03;44;44;1;51,7250672860975
718;1;1;98;49;4921;4;56;40;7; ;750000;1;1;03;23;23;1;144,360306242472
719;1;1;16;74;7420;4;30;20;6; ;200000;1;1;03;44;44;1;46,5525605574877
719;1;2;06;94;9499;4;48;48; ; ;2200000;1;1;03;44;44;1;46,5525605574877
720;1;3;58;52;5223;1;48;48; ;877802; ; ;1;03;13;13;1;245,005164245986
724;1;2;85;43;4321;4;48;46;6; ; ;1;1;03;44;44;1;109,981485098917
725;1;1;95;31;3110;4;50;0;6; ;900000;1;1;03;13;13;1;494,697434504613
725;1;3;55;81;8121;4;40;0;6; ;700000;1;1;03;13;13;1;494,697434504613
725;1;5;43;21;2100;1;48;48; ;877803; ; ;1;03;13;13;1;494,697434504613
726;1;1;84;45;4520;4;48;48; ; ;900000;1;1;03;70;70;1;165,326819542787
726;1;2;79;14;1410;4;21;21; ; ;120000;1;1;03;70;70;1;165,326819542787
727;1;1;13;85;8544;1;48;45;7;5500000; ; ;1;03;17;17;1;198,099716445765
727;1;2;42;47;4731;1;48;48; ;4000000; ; ;1;03;17;17;1;198,099716445765
728;1;1;53;56;5619;1;48;0;7;878000; ; ;1;03;05;05;1;1624,87079115089
730;1;3;61;01;0161;4;50;10;7; ;400000;1;1;03;63;63;1;127,772718795718
731;1;4;77;56;5619;4;40;30;6; ;90000;1;1;03;23;23;1;109,271786676041
731;1;6;55;81;8121;4;40;30;6; ;100000;1;1;03;23;23;1;109,271786676041
732;1;1;55;81;8121;4;36;0;5; ;480000;1;1;03;19;19;1;42,7092768909525
732;1;2;54;88;8890;1;30;0;5;200000; ; ;1;03;19;19;1;42,7092768909525
733;1;1;85;43;4321;4;40;10;7; ;400000;1;1;03;44;44;1;81,2817574934516
734;1;1;95;41;4111;4;45;20;6; ;900000;1;1;03;41;41;1;84,33848317941
736;1;1;57;96;9602;4;48;48; ; ;200000;1;1;03;44;44;1;221,175572941077
737;1;1;58;84;8423;2;84;84; ;1600000; ; ;1;03;52;52;1;270,95003926269
738;1;1;93;43;4330;4;48;8;7; ;600000;1;1;03;66;66;1;220,808211464779
738;1;2;79;14;1410;1;48;24;7;900000; ; ;1;03;66;66;1;220,808211464779
739;1;1;55;55;5511;1;48;48; ;877802; ; ;1;03;13;13;1;209,473977925246
739;1;2;39;80;8010;1;48;48; ;877802; ; ;1;03;13;13;1;209,473977925246
745;2;2;59;86;8622;1;48;0;5;900000; ; ;1;03;19;19;1;75,6875937841236
746;1;2;15;47;4711;1;48;48; ;1280000; ; ;1;03;68;68;1;485,634042177676
748;1;1;45;46;4665;1;50;20;6;900000; ; ;1;03;41;41;1;137,527435752589
749;1;1;98;49;4921;4;60;0;6; ;600000;1;1;03;08;08;1;291,910102986893
749;1;2;54;97;9700;3;50;10;6;480000; ; ;1;03;08;08;1;291,910102986893
750;1;1;54;97;9700;3;36;0;7;300000; ; ;1;03;27;27;1;28,6835340151134
750;1;2;45;47;4772;1;70;10;7;877000; ; ;1;03;27;27;1;28,6835340151134
750;1;3;95;41;4111;4;49;0;1; ;12;12;1;03;27;27;1;28,6835340151134
751;1;1;95;42;4210;1;48;48; ;877802; ; ;1;03;13;13;1;280,051962836286
754;1;1;57;96;9602;4;56;20;6; ;200000;1;1;03;44;44;1;95,3528958420206
755;1;1;45;47;4781;4;40;40; ; ;280000;1;1;03;23;23;1;174,642556500457
755;1;3;33;64;6499;1;50;50; ;400000; ; ;1;03;23;23;1;174,642556500457
755;1;4;39;68;6820;1;48;32;6;1000000; ; ;1;03;23;23;1;174,642556500457
755;1;8;32;82;8230;1;48;32;6;877803; ; ;1;03;23;23;1;174,642556500457
755;1;10;41;47;4721;4;60;30;6; ;1000000;1;1;03;23;23;1;174,642556500457
756;1;3;33;46;4645;1;48;48; ;877803; ; ;1;03;68;68;1;434,657280208428
757;1;1;41;46;4649;4;60;40;7; ;800000;1;1;03;08;08;1;168,746458149888
757;1;2;45;46;4649;6;48;30;7; ; ; ;1;03;08;08;1;168,746458149888
759;1;1;41;46;4620;4;30;10;6; ;1000000;1;1;03;41;41;1;69,7726099456306
762;1;1;55;81;8121;4;35;7;6; ;200000;1;1;03;52;52;1;208,302248068459
763;1;1;33;64;6499;4;70;30;6; ;350000;1;1;03;52;52;1;116,56959201892
763;1;3;32;21;2100;1;46;40;6;877803; ; ;1;03;52;52;1;116,56959201892
765;1;1;55;81;8121;4;40;40; ; ;450000;1;1;03;13;13;1;319,913588916318
765;1;3;89;23;2310;1;48;48; ;1000000; ; ;1;03;13;13;1;319,913588916318
767;1;1;12;84;8412;2;44;44; ;3000000; ; ;1;03;66;66;1;389,250602469147
769;1;4;45;45;4530;1;40;20;6;1200000; ; ;1;03;41;41;1;95,9680179573411
773;1;3;41;47;4723;4;48;0;6; ;800000;1;1;03;68;68;1;334,738640110765
773;1;7;39;84;8424;2;40;40; ;3000000; ; ;1;03;68;68;1;334,738640110765
774;1;1;58;84;8413;1;48;48; ;980655; ; ;1;03;50;50;1;135,152881623063
775;1;1;45;47;4792;4;5;5; ; ;50000;1;1;03;52;52;1;197,753349786742
775;1;3;84;45;4520;4;55;30;6; ;750000;1;1;03;52;52;1;197,753349786742
776;1;1;45;47;4719;4;70;28;6; ;400000;1;1;03;52;52;1;262,103599562904
778;1;2;38;82;8220;1;40;40; ;2400000; ; ;1;03;05;05;1;1092,94989994134
779;1;2;95;41;4111;4;48;44;5; ;800000;1;1;03;08;08;1;372,946937262425
779;1;3;18;85;8552;1;28;0;6;1000000; ; ;1;03;08;08;1;372,946937262425
780;1;1;44;64;6499;4;45;45; ; ;1000000;1;1;03;63;63;1;192,799915296817
781;1;1;55;81;8121;4;8;0;5; ;80000;1;1;03;19;19;1;38,2878875855355
781;1;3;55;81;8121;4;36;0;5; ;600000;1;1;03;19;19;1;38,2878875855355
782;1;3;45;47;4771;1;48;48; ;877803; ; ;1;03;05;05;1;1106,21257992461
783;1;1;59;87;8730;4;48;16;7; ;300000;1;1;03;66;66;1;183,949688378729
783;1;2;58;47;4791;1;8;8; ;0; ; ;1;03;66;66;1;183,949688378729
784;1;1;98;49;4921;4;50;10;7; ;700000;1;1;03;44;44;1;131,401718214968
785;1;1;98;49;4921;4;60;40;6; ;1200000;1;1;03;05;05;1;764,664170918857
785;1;4;30;82;8220;1;48;48; ;1400000; ; ;1;03;05;05;1;764,664170918857
785;1;5;38;82;8220;1;48;48; ;1200000; ; ;1;03;05;05;1;764,664170918857
787;1;2;06;86;8610;4;48;60; ; ;5000000;1;1;03;52;52;1;75,6106829942889
790;1;2;83;31;3110;1;46;40;6;400000; ; ;1;03;52;52;1;327,625167726266
791;1;2;84;45;4542;4;30;20;6; ;200000;1;1;03;47;47;1;135,209608772208
792;1;1;37;53;5320;4;72;50;6; ;1200000;1;1;03;68;68;1;501,434499610626
792;1;2;39;86;8622;1;40;0;7;100000; ; ;1;03;68;68;1;501,434499610626
793;1;1;45;47;4792;4;30;10;7; ;300000;1;1;03;52;52;1;144,504013651121
793;1;2;98;49;4921;4;60;20;7; ;600000;1;1;03;52;52;1;144,504013651121
794;1;1;45;47;4799;4;48;38;7; ;200000;1;1;03;23;23;1;90,3135090811196
794;1;2;39;85;8544;1;48;32;7;877803; ; ;1;03;23;23;1;90,3135090811196
796;1;1;95;41;4111;1;48;32;6;500000; ; ;1;03;23;23;1;257,016705716878
797;1;1;41;47;4724;4;60;35;6; ;1000000;1;1;03;76;76;1;834,680376030769
801;1;1;57;96;9602;4;48;0;6; ;1000000;1;1;03;66;66;1;199,705888665831
801;1;2;45;47;4759;4;50;0;6; ;1300000;1;1;03;66;66;1;199,705888665831
803;1;1;58;80;8010;1;70;72; ;1250000; ; ;1;03;68;68;1;303,899696733713
804;1;1;77;56;5619;4;40;0;5; ;60000;1;1;03;13;13;1;347,316561570213
804;1;2;85;95;9522;4;40;0;1; ;500000;1;1;03;13;13;1;347,316561570213
804;1;3;98;49;4921;4;48;24;6; ;600000;1;1;03;13;13;1;347,316561570213
804;1;4;56;96;9601;4;24;16;6; ; ;1;1;03;13;13;1;347,316561570213
805;1;1;45;47;4711;1;70;0;5;420000; ; ;1;03;19;19;1;43,4988961981111
805;1;3;98;49;4921;4;84;24;5; ;750000;1;1;03;19;19;1;43,4988961981111
808;1;1;98;49;4921;4;84;84; ; ;1100000;1;1;03;47;47;1;112,944212583207
808;1;2;55;81;8121;4;24;0;6; ;200000;1;1;03;47;47;1;112,944212583207
811;1;1;56;96;9601;4;56;24;6; ;360000;1;1;03;47;47;1;173,531186503242
811;1;2;99;38;3811;1;48;48; ;87780; ; ;1;03;47;47;1;173,531186503242
815;1;2;41;56;5619;4;48;0;1; ;500000;1;1;03;19;19;1;57,7092800096654
816;1;3;98;49;4921;4;60;50;6; ;600000;1;1;03;52;52;1;127,238812188693
817;1;1;41;47;4751;1;54;24;6;1180000; ; ;1;03;05;05;1;932,245840299907
818;1;1;45;47;4792;4;15;0;7; ;200000;1;1;03;54;54;1;314,539361892418
818;1;2;49;77;7729;4;40;0;1; ;300000;1;1;03;54;54;1;314,539361892418
818;1;3;98;49;4921;4;72;35;7; ;800000;1;1;03;54;54;1;314,539361892418
818;1;4;45;47;4741;1;55;0;7;877800; ; ;1;03;54;54;1;314,539361892418
819;1;2;59;86;8621;1;48;48; ;18000000; ; ;1;03;05;05;1;741,376838004203
820;1;3;45;47;4754;1;48;40;6;940000; ; ;1;03;08;08;1;850,093846585064
821;1;1;54;97;9700;3;42;0;7;300000; ; ;1;03;27;27;1;121,608702064076
821;1;2;59;93;9319;1;49;0;7;600000; ; ;1;03;27;27;1;121,608702064076
821;1;6;95;41;4111;1;44;0;7;2000000; ; ;1;03;27;27;1;121,608702064076
821;2;1;54;97;9700;3;48;40;6;450; ; ;1;03;27;27;1;121,608702064076
825;1;1;98;49;4921;4;112;0;6; ;700000;1;1;03;54;54;1;303,724421159068
825;1;2;57;96;9602;4;8;0;6; ;100000;1;1;03;54;54;1;303,724421159068
827;1;1;98;49;4921;4;48;48; ; ;900000;1;1;03;13;13;1;343,689917325406
827;1;2;33;56;5611;1;48;48; ;877802; ; ;1;03;13;13;1;343,689917325406
828;1;2;95;41;4111;1;54;40;6;877803; ; ;1;03;05;05;1;1141,82040301215
828;1;3;95;41;4111;1;60;40;6;600000; ; ;1;03;05;05;1;1141,82040301215
828;1;7;95;41;4111;1;55;40;5;1300000; ; ;1;03;05;05;1;1141,82040301215
